species_id,species_name,habitat,population_size,habitat_fragmentation,climate_vulnerability,illegal_hunting_pressure,conservation_efforts_index,breeding_program_exists,legal_protection,iucn_category,iucn_category_code
17,Parrot virid,Floor,19078,0.3677336508051099,0.5063303093542678,0.4107092453916662,0.8787465236769298,1,0,Least Concern,2
18,Jaguar flor,River,13,0.18173919070946298,0.3504132500101974,0.8176233783044862,0.19666723239030726,0,0,Critically Endangered,5
19,Toucan mont,River,188,0.4355076254721907,0.9129310047746899,0.8950566039998331,0.9472999994200669,0,0,Critically Endangered,5
20,Morpho aure,River,9236,0.33209936539313645,0.3397702422988438,0.8532424691971175,0.20562148769934108,0,0,Vulnerable,3
21,Sloth azul,River,4548,0.34180370549218253,0.4556191564372516,0.6735465781313908,0.6136831877287435,0,0,Vulnerable,3
22,Jaguar azul,Canopy,4895,0.7390265577879587,0.6781138309542087,0.13736174596867423,0.22308633452897486,0,0,Endangered,4
23,Parrot azul,Canopy,8321,0.2232633855051963,0.5430214308667641,0.27686996949201226,0.5456686649686348,0,0,Least Concern,2
24,Toucan aure,Floor,2139,0.6418599588553554,0.34688597636438556,0.046063063681977434,0.6839751299151413,0,0,Vulnerable,3
25,Toucan mont,Canopy,2389,0.5706496238809349,0.43564479045650983,0.9308240749901141,0.19022793082013756,0,0,Critically Endangered,5
26,Toucan flor,Canopy,6638,0.5680925123378673,0.7944808178535061,0.6607985296909104,0.5208857827006792,0,0,Critically Endangered,5
27,Morpho mont,Floor,14044,0.6630073461417759,0.27812915548661243,0.7463628843132415,0.469059744390119,0,0,Endangered,4
28,Sloth mont,Canopy,9672,0.548382036195654,0.14225523977681542,0.31157173958222895,0.07103742140334124,1,1,Vulnerable,3
29,Parrot azul,Canopy,3539,0.8792551148463846,0.3131632018297771,0.8456535222773424,0.8183078176753029,0,0,Critically Endangered,5
30,Parrot virid,Floor,5637,0.6755800919502598,0.8495342154879013,0.2596032837084785,0.3356824006428417,0,1,Endangered,4
31,Jaguar azul,Floor,1881,0.5469632513713881,0.08898971485634666,0.0016437571124496841,0.5745821975518796,0,0,Vulnerable,3
32,Morpho mont,Floor,785,0.8297631202876449,0.9916960733724518,0.37641496252069395,0.5147842349331344,1,0,Critically Endangered,5
33,Sloth flor,River,15274,0.6061465649334797,0.5410028989276625,0.5707614809590734,0.5132605045704423,1,0,Least Concern,2
34,Morpho azul,River,3094,0.291144247785179,0.984845743967094,0.47870485796552253,0.10722239420848745,1,0,Vulnerable,3
35,Sloth mont,Floor,1967,0.20709491817657122,0.9389964220859776,0.862076142576597,0.42348200924933277,0,0,Critically Endangered,5
36,Jaguar azul,Floor,11774,0.1523277856626788,0.45281371421091676,0.10540528595616694,0.4523667592065702,0,1,Least Concern,2
37,Parrot flor,Floor,9634,0.8994552125461016,0.1984910746053491,0.5538234406337256,0.7336428403644485,1,0,Vulnerable,3
38,Parrot mont,River,10039,0.7101354317980658,0.16488477656513845,0.5129793498209074,0.8400188319206985,0,0,Vulnerable,3
39,Jaguar azul,River,2609,0.9373784381643208,0.2399893638699575,0.281392982172163,0.544982278100018,0,1,Vulnerable,3
40,Parrot flor,Canopy,2658,0.603291805714943,0.7101326405645373,0.8222281125770106,0.08678295406499048,1,0,Critically Endangered,5
41,Sloth azul,Canopy,2504,0.47340088149491255,0.27294999473148784,0.7528486558822063,0.23684947059654626,0,1,Vulnerable,3
42,Toucan aure,Floor,1918,0.059716488970889325,0.3414252696042983,0.732859187331831,0.16493402685273106,0,0,Vulnerable,3
43,Morpho azul,River,10673,0.6716422815460298,0.4487788039946148,0.876192478269556,0.12461506318912474,0,1,Endangered,4
44,Jaguar mont,River,18849,0.5822087597682312,0.9132326804214563,0.7227846006215212,0.36589929861780757,0,0,Critically Endangered,5
45,Jaguar flor,River,12895,0.9902088935876214,0.1893934178848461,0.23184129171472645,0.22939350215438203,0,0,Vulnerable,3
46,Jaguar aure,Floor,15716,0.23915877778224304,0.005026552609803114,0.7055627116496911,0.2183031118115123,0,1,Vulnerable,3
47,Morpho azul,Canopy,5198,0.5307373552868359,0.06009641037817015,0.30770281338984384,0.054693174576267656,1,0,Vulnerable,3
48,Jaguar mont,Floor,10625,0.6509573351180726,0.9047663416801179,0.24217465034747054,0.01767004479543388,0,0,Endangered,4
49,Jaguar flor,Canopy,4383,0.6445911747423436,0.6475164648433631,0.07300359289962732,0.1027682426497818,1,1,Vulnerable,3
50,Jaguar aure,Canopy,7465,0.5612935429484027,0.27304061932780677,0.7440285803476767,0.17219747942363306,0,0,Endangered,4
51,Morpho mont,Floor,6580,0.7769280103272255,0.1771925010111911,0.7110009619498112,0.43098372884820313,0,0,Critically Endangered,5
52,Jaguar flor,Canopy,1956,0.20498120952681642,0.29426673663711433,0.23449947767409374,0.5105202612988446,1,1,Least Concern,2
53,Morpho aure,Canopy,4905,0.7256272002744159,0.1147969272512801,0.749379016724156,0.14059191817336558,1,0,Critically Endangered,5
54,Toucan azul,River,33203,0.6197345714330892,0.9415329102844411,0.917840883093553,0.4247833415241863,0,1,Critically Endangered,5
55,Morpho azul,Canopy,2867,0.8960751117945733,0.7842061743652669,0.10802895749157926,0.3417488423259273,1,1,Critically Endangered,5
56,Jaguar mont,Floor,1446,0.8471944390335817,0.4623911769125407,0.23263663838677495,0.18342364349795603,1,0,Endangered,4
57,Jaguar mont,Floor,5432,0.31514703913255326,0.864962605115202,0.7502607940873155,0.006840748148363551,1,0,Endangered,4
58,Morpho aure,Canopy,15632,0.2762373249751531,0.2494582042932323,0.27450667350707825,0.4670178665217417,0,0,Least Concern,2
59,Parrot virid,River,8736,0.9816533238524479,0.7171205684721935,0.6246639742837168,0.6856517492651993,1,0,Critically Endangered,5
60,Toucan virid,River,11434,0.5272651809152565,0.8561324990137434,0.08116422446371452,0.22627733414380702,1,1,Endangered,4
61,Toucan mont,Canopy,2113,0.9064209639144368,0.3567687116232726,0.4522024791035387,0.13180682989667936,1,0,Endangered,4
62,Jaguar mont,Canopy,9658,0.1638810237804822,0.7574644454507177,0.7390914219929531,0.8870427444469619,0,0,Vulnerable,3
63,Sloth flor,Floor,3918,0.6428189148001743,0.29507234926430936,0.6865139430432525,0.2750247724877978,0,1,Critically Endangered,5
64,Parrot flor,Canopy,17985,0.8098601873605862,0.2988571352590308,0.8150721006758068,0.22361261979266478,0,1,Critically Endangered,5
65,Morpho mont,River,9933,0.9473952495864468,0.10705717855418606,0.8774521266031688,0.8570969396099158,0,0,Endangered,4
66,Parrot flor,Canopy,2227,0.3373401410170235,0.4400580465093987,0.7731835012587582,0.8171070991667613,1,0,Vulnerable,3
67,Parrot mont,Floor,677,0.7249811699240525,0.7297119064974222,0.671587742938926,0.4483464705246336,0,1,Critically Endangered,5
68,Sloth azul,Floor,445,0.538813009039619,0.940220805571285,0.03172249181603115,0.4892388614277745,0,1,Critically Endangered,5
69,Sloth virid,Floor,4652,0.06062892606646819,0.6037969919290961,0.534966673409444,0.21774870483402198,1,1,Least Concern,2
70,Toucan mont,Floor,3100,0.6899997373089434,0.863135537735739,0.03769772491485279,0.0783016704795575,0,0,Critically Endangered,5
71,Toucan virid,Floor,10397,0.6900965582378434,0.8224946492902271,0.8080678171160226,0.5734318253556611,0,0,Critically Endangered,5
72,Sloth flor,Canopy,6928,0.930606804846537,0.17334305297528085,0.3207245244599576,0.09834492159021313,0,0,Vulnerable,3
73,Jaguar aure,Canopy,3102,0.4973124461689724,0.48581742891263147,0.5624293741179209,0.4492745469566498,0,0,Least Concern,2
74,Sloth virid,Canopy,1626,0.23025092071051467,0.11692353552539148,0.2794453073189026,0.9404971985130107,0,1,Least Concern,2
75,Sloth flor,Canopy,1370,0.04456382344867915,0.682153161561635,0.7825001443802936,0.9528343891705844,1,1,Vulnerable,3
76,Parrot azul,Floor,20009,0.4156421866859057,0.949899668246076,0.8865025266419025,0.2393322865473586,0,1,Endangered,4
77,Morpho flor,River,2800,0.3019167000775018,0.1370894580787565,0.39864249421306397,0.6241134200456544,0,0,Least Concern,2
78,Parrot azul,Canopy,10557,0.7610883060238756,0.7338831308025413,0.862922393510989,0.47407626410785764,0,1,Critically Endangered,5
79,Parrot aure,River,16653,0.3542677648410466,0.632238150867861,0.2670750074563324,0.875685127586106,0,1,Least Concern,2
80,Parrot flor,Canopy,9531,0.9490711963148439,0.5836050370080997,0.5346609230755238,0.27143086427605323,0,1,Vulnerable,3
81,Toucan flor,Canopy,19640,0.9623102029877842,0.39012023468833923,0.858761429838704,0.003702406832416849,0,0,Critically Endangered,5
82,Jaguar virid,River,4992,0.6209085902177081,0.35513164775381256,0.3258813426157904,0.1625612059314151,0,0,Vulnerable,3
83,Toucan aure,Floor,31296,0.9286602870148829,0.04524918901888786,0.9540422650780858,0.34952280116939805,1,1,Critically Endangered,5
84,Sloth virid,Canopy,1438,0.7608543445144956,0.21790870825201347,0.12187950178138363,0.3157211297704886,0,0,Endangered,4
85,Jaguar azul,Canopy,1087,0.5468596409751262,0.015176882286826898,0.018275069723506232,0.7913629191228859,0,1,Vulnerable,3
86,Jaguar mont,Canopy,10759,0.18030793542277812,0.5814171055820205,0.9041353525781907,0.6805606661388378,1,0,Least Concern,2
87,Morpho virid,River,28627,0.45859794351384,0.10585323587790885,0.06864866614787224,0.29955631961489726,0,1,Least Concern,2
88,Toucan flor,Floor,16558,0.5608744633626176,0.8730193940297161,0.9918891959474917,0.4577438171662134,0,1,Critically Endangered,5
89,Jaguar flor,River,804,0.8639615807350102,0.5231430206971652,0.9513968619791061,0.09555910395833522,0,1,Critically Endangered,5
90,Sloth aure,River,3286,0.4813333765356649,0.6996899090587084,0.13702091003632066,0.8981464448201008,0,0,Least Concern,2
91,Toucan flor,Floor,26648,0.8976746726779566,0.41085709184049646,0.5375846256925658,0.9354248244485341,0,1,Vulnerable,3
92,Jaguar flor,River,2927,0.6743489790234689,0.5605798090010486,0.18492029746714433,0.9798035353809381,0,1,Vulnerable,3
93,Morpho aure,Floor,15204,0.13699906305367138,0.9426591769666305,0.42815517303011985,0.8685528307858377,0,0,Least Concern,2
94,Toucan mont,Canopy,17447,0.994981369325093,0.08273403962367076,0.06142512925983268,0.17396088769622553,0,1,Vulnerable,3
95,Parrot flor,Floor,6850,0.5272326607539126,0.25393777192369615,0.22392458779658952,0.046196483201628835,0,0,Vulnerable,3
96,Sloth mont,Canopy,4893,0.3918582964090789,0.7799883269105443,0.36327279639889953,0.579596727412674,0,0,Vulnerable,3
97,Morpho azul,River,5990,0.6591137644695265,0.09873720688266585,0.4386475002460548,0.9126050268831104,1,0,Least Concern,2
98,Parrot virid,River,2584,0.10889331398103907,0.07566110390411085,0.9774962582088932,0.17735136165974286,1,1,Vulnerable,3
99,Toucan azul,Canopy,22027,0.6365386467533544,0.36154139875403857,0.8078656456839812,0.0070429146241418605,1,0,Endangered,4
100,Sloth azul,River,5999,0.49823600049927297,0.09216795847243231,0.7374099443119462,0.8054960460322443,0,1,Least Concern,2
101,Parrot virid,Floor,21419,0.40667406999858313,0.5850784422062031,0.5370413147419743,0.076795684286734,0,0,Least Concern,2
102,Parrot mont,Canopy,1127,0.9530200211788992,0.22627525081659983,0.8399977606043434,0.4137060319100304,0,0,Critically Endangered,5
103,Morpho virid,River,44470,0.5225397167320532,0.8956979631993723,0.3393228356557111,0.678887337188785,0,1,Vulnerable,3
104,Parrot azul,Canopy,5866,0.21911747946993843,0.7835000808452567,0.7088991127733161,0.23679758545618013,0,1,Endangered,4
105,Morpho azul,Floor,500,0.45896347937729864,0.6997052060994762,0.9937839753781721,0.0839625634467267,0,1,Vulnerable,3
106,Parrot aure,Floor,397,0.9193874045726727,0.6169440273845019,0.3146289089351988,0.7700212284558287,0,0,Endangered,4
107,Sloth virid,River,13722,0.17609547133059467,0.8634657303414633,0.6740175348839673,0.6301750848870414,0,0,Vulnerable,3
108,Toucan azul,Floor,10769,0.2139570386882369,0.22306206154275687,0.8443148641523824,0.9884904844868048,1,1,Least Concern,2
109,Morpho flor,Canopy,16211,0.013029567757083749,0.8731088427642276,0.9158075833506722,0.3443080333199593,0,1,Endangered,4
110,Jaguar mont,Floor,1123,0.01419004939576718,0.7894922984240523,0.7179326909401018,0.0617623862901997,0,0,Critically Endangered,5
111,Sloth flor,Canopy,372,0.8293916269585125,0.7481608263876856,0.28360792341713625,0.7343500353352957,0,0,Critically Endangered,5
112,Morpho azul,Canopy,7114,0.7321226068429558,0.561255678074924,0.32628215156894647,0.5217334188532456,0,1,Vulnerable,3
113,Toucan aure,Floor,4913,0.35504105645195827,0.2462441609706001,0.02075803212396421,0.21320393138913507,0,0,Least Concern,2
114,Morpho aure,River,6207,0.6983111572275728,0.42354791599189634,0.7608859776715097,0.7817289890047594,0,1,Vulnerable,3
115,Toucan flor,Floor,47791,0.3952059263099702,0.7935706545388016,0.042739606061951374,0.20375548584994374,0,0,Vulnerable,3
116,Morpho aure,Canopy,35328,0.9528967959978275,0.031778484357324444,0.8646523546027457,0.2606616548329366,1,0,Critically Endangered,5
117,Morpho flor,Canopy,28537,0.9670526814260348,0.7820507692637583,0.1186606144745388,0.09252855436671914,1,1,Critically Endangered,5
118,Toucan azul,Floor,15327,0.3927937758093434,0.2400707404875665,0.17187651213592425,0.39943227903085443,1,0,Least Concern,2
119,Parrot aure,River,4392,0.854221906340868,0.14430920072160303,0.4765264708322373,0.41892922393741894,1,0,Endangered,4
120,Parrot mont,River,5322,0.7730890416974662,0.11570131818030216,0.7378804151687424,0.5145617903482984,0,1,Endangered,4
121,Toucan flor,Canopy,7986,0.3099999371717893,0.027250011950815112,0.1390022051990777,0.7089642671237775,0,0,Least Concern,2
122,Toucan flor,Canopy,17761,0.23203982890110597,0.5235864852214529,0.44007107506649845,0.9061009286804258,0,0,Least Concern,2
123,Toucan aure,River,721,0.45823465039283384,0.21825987269372948,0.4828512744101048,0.13773409888780863,0,1,Least Concern,2
124,Sloth virid,Floor,5531,0.7813488406144062,0.9894317657796315,0.21228564166859132,0.05434809834865706,0,0,Critically Endangered,5
125,Parrot azul,Canopy,872,0.9601677847287454,0.5744367558722058,0.11555837668063174,0.018531233594333285,1,0,Endangered,4
126,Morpho virid,Canopy,7239,0.7635790688665726,0.13788526935601042,0.8364209229856395,0.14362137806881625,0,0,Critically Endangered,5
127,Toucan mont,River,22926,0.85520698501837,0.6887625408113653,0.5024656497627655,0.6579494857816259,0,0,Vulnerable,3
128,Parrot virid,Floor,15264,0.6030643061705165,0.8977435665097253,0.014381235984152974,0.7274770779964966,0,1,Vulnerable,3
129,Sloth virid,River,2595,0.8354078308421259,0.7451794953696144,0.8029813013091038,0.7865057135281222,1,1,Critically Endangered,5
130,Sloth aure,Floor,37303,0.7844208580034177,0.07643986103944767,0.9807938054145848,0.24370821190434266,0,0,Critically Endangered,5
131,Jaguar virid,Floor,11016,0.3769855419262801,0.8958841811926596,0.6059261954142473,0.3058948132615199,1,1,Endangered,4
132,Jaguar flor,Floor,114,0.5519903021207211,0.7939293858599648,0.5037083870840707,0.48313464556549945,1,1,Critically Endangered,5
133,Jaguar flor,Canopy,2959,0.8047531219896948,0.15830390010561435,0.8784158630449617,0.0631830968602265,1,0,Critically Endangered,5
134,Jaguar flor,River,3030,0.04605673418995637,0.051785888732816865,0.9525167896845986,0.6111415232112462,1,1,Vulnerable,3
135,Parrot mont,River,727,0.8080792823558299,0.5573105753143085,0.7545369159024605,0.9837350336757578,1,0,Critically Endangered,5
136,Jaguar virid,Floor,32155,0.17788812404902343,0.1560358113399769,0.44545292973428785,0.36080631137800256,0,1,Least Concern,2
137,Toucan aure,Canopy,6515,0.514683617121439,0.834590952595272,0.5922213993314405,0.7528474750913839,0,1,Vulnerable,3
138,Jaguar azul,Canopy,22625,0.8082754395559376,0.35833465667167375,0.7009353650179992,0.500033915569608,0,0,Endangered,4
139,Jaguar flor,River,3899,0.25382107815669486,0.9128924447365754,0.19427357100180143,0.12781184436038273,0,0,Vulnerable,3
140,Toucan aure,Canopy,1347,0.245807439306153,0.5656881721410058,0.44720103221643803,0.5822374488025863,1,0,Least Concern,2
141,Jaguar azul,Canopy,6440,0.40276439846225187,0.18267238423966814,0.829821264717285,0.29987426844406495,0,0,Vulnerable,3
142,Sloth flor,Floor,1219,0.8946427975776345,0.1395988673598001,0.654725348498443,0.034403208453458234,1,0,Critically Endangered,5
143,Jaguar mont,Canopy,6665,0.0004427814372078842,0.5764724375577539,0.4112040672118541,0.6349297301177438,0,1,Least Concern,2
144,Parrot azul,Floor,25304,0.9013830966419349,0.7618836118624439,0.6633625340146814,0.8589323493247276,0,0,Critically Endangered,5
145,Parrot mont,River,7365,0.15380702464160778,0.7815056477421821,0.11822241207245987,0.34476976689987415,1,0,Vulnerable,3
146,Morpho aure,Canopy,9594,0.9900863760674821,0.2757574044412813,0.4014976105648763,0.3902955472127705,0,1,Vulnerable,3
147,Parrot flor,River,1713,0.9548469930384681,0.20424675891216748,0.7931285379630564,0.8910216829672115,0,0,Critically Endangered,5
148,Toucan aure,River,457,0.4946751895912833,0.016756304492382412,0.220508787136648,0.8136088133673559,0,1,Least Concern,2
149,Toucan virid,Canopy,1184,0.5127202478126281,0.6791991512011694,0.1859615075574177,0.7149528235517771,0,1,Vulnerable,3
150,Parrot mont,Canopy,9136,0.4815493402758543,0.07656825843353898,0.9508186599164314,0.24879706375314792,0,0,Vulnerable,3
151,Parrot azul,River,1008,0.6354436456595226,0.4207612017659258,0.2098976295862307,0.9102166549666445,0,0,Vulnerable,3
152,Jaguar azul,Canopy,4725,0.09072170223493103,0.6016821640182961,0.26091857965016807,0.154415757539213,0,0,Least Concern,2
153,Sloth flor,Floor,7997,0.032617948341566505,0.937108944919677,0.969615938904338,0.6267705194172218,1,1,Vulnerable,3
154,Sloth flor,Floor,4930,0.05770292841589886,0.31180213695576864,0.7347085702650257,0.0288011805465187,1,0,Vulnerable,3
155,Morpho mont,Canopy,1797,0.4443653492415144,0.24977216244651979,0.6995965330235282,0.6437198063249459,0,1,Vulnerable,3
156,Sloth aure,River,3209,0.2755479392194834,0.6541601542860984,0.8529263838545813,0.27714435187335984,0,1,Vulnerable,3
157,Jaguar virid,Canopy,26365,0.6220395623709938,0.6192390320535817,0.11582308223679427,0.44967697718372,1,0,Vulnerable,3
158,Parrot flor,Canopy,11279,0.992442289374779,0.3321097833081246,0.7059562365800072,0.3452645520570531,0,1,Critically Endangered,5
159,Jaguar mont,River,6862,0.3863231730764659,0.9281018355097865,0.5036886093282389,0.1727567562462099,0,0,Vulnerable,3
160,Morpho mont,River,137,0.5738412541045134,0.8448623274896327,0.8291506402841399,0.6219807900938741,0,1,Critically Endangered,5
161,Sloth virid,Floor,48826,0.4156038959073355,0.22398254586508115,0.5081417186651943,0.8819755551406074,1,0,Least Concern,2
162,Morpho virid,River,11140,0.8472716677218594,0.23914254543452318,0.6202413542689121,0.9590842422824034,0,1,Endangered,4
163,Jaguar azul,Floor,3821,0.9022364034622381,0.5123003468870806,0.47774212639953595,0.19234636315391507,0,0,Endangered,4
164,Sloth virid,River,21151,0.87735561220526,0.7735721017307203,0.4781589235558441,0.7173727740629734,0,1,Endangered,4
165,Morpho aure,Canopy,2999,0.9743722386792576,0.04404037938846439,0.7679699780618315,0.6643393666056823,0,0,Critically Endangered,5
166,Sloth aure,Floor,7862,0.027519185140415292,0.6933351537347067,0.6285664006472832,0.34337778957457255,0,0,Vulnerable,3
167,Jaguar flor,Floor,10117,0.839816162145531,0.648235897382097,0.6332632016094104,0.019099199353725838,0,0,Critically Endangered,5
168,Morpho flor,Floor,2508,0.7517721730390933,0.23148009591298824,0.4502824838315258,0.6897912473128661,1,0,Vulnerable,3
169,Morpho mont,Canopy,38359,0.22869440940036478,0.6813530132413488,0.5311094963375276,0.9454948605595002,1,1,Least Concern,2
170,Toucan virid,Canopy,13800,0.9563200933875275,0.9401831912520826,0.7457176662047873,0.6321201219156514,0,1,Critically Endangered,5
171,Morpho aure,Canopy,8170,0.14817792822994547,0.04678584497176852,0.8259409191119182,0.4352927241876341,0,0,Vulnerable,3
172,Sloth virid,Canopy,2001,0.6795499271339084,0.31965205529206253,0.6965614021440462,0.5251538941116284,0,0,Endangered,4
173,Morpho aure,Canopy,563,0.22489021681591248,0.43817671666635527,0.9240729888456831,0.19962880765991753,1,0,Vulnerable,3
174,Morpho flor,Floor,3867,0.43138064877407467,0.8992603589246896,0.8203240881472009,0.7505441637537376,1,0,Endangered,4
175,Jaguar azul,Canopy,14001,0.7191598969445689,0.9622614466091567,0.5618637898095185,0.746419830009849,0,0,Endangered,4
176,Sloth flor,Floor,3147,0.5633246420330467,0.44411524649633227,0.6714060726437369,0.14551730038742494,0,0,Critically Endangered,5
177,Toucan flor,Canopy,7765,0.4275018313281117,0.7500284121421912,0.926308276921196,0.8779783824996591,1,0,Vulnerable,3
178,Morpho azul,River,13027,0.3263384309319872,0.531661023764483,0.6191680442430584,0.26918973947330527,0,0,Vulnerable,3
179,Parrot aure,Floor,1152,0.8396596557087903,0.5377829347413765,0.8248069479798307,0.9822560609366149,0,1,Critically Endangered,5
180,Toucan azul,River,11571,0.1438143503148137,0.27809951506635644,0.6888105035899871,0.3829030140372458,0,0,Vulnerable,3
181,Toucan virid,Floor,973,0.43010287652980006,0.21695624586387952,0.5519363610604665,0.17788405873449964,0,0,Least Concern,2
182,Sloth azul,River,33571,0.9037575717751422,0.28800534592404115,0.24183819541535312,0.3517201113456523,0,1,Vulnerable,3
183,Sloth mont,Canopy,6712,0.8458495504599677,0.5563280072570793,0.4259975194684281,0.44018032869719315,1,1,Vulnerable,3
184,Morpho mont,Canopy,1643,0.4009417624730467,0.029155186022088997,0.9677428248337157,0.06930777303829483,0,0,Vulnerable,3
185,Jaguar virid,Canopy,4201,0.7631083636013083,0.9072489443564058,0.6577653832726,0.5782183812232895,0,1,Critically Endangered,5
186,Sloth mont,Floor,5344,0.8231608307088593,0.15628370954977622,0.5643953803389896,0.5976324398689004,0,1,Vulnerable,3
187,Toucan mont,River,14205,0.8888874240036297,0.22008867687138656,0.9329566255282273,0.7389304553494722,0,0,Endangered,4
188,Parrot virid,Canopy,13613,0.544505769049228,0.5182761764476463,0.5865117810374487,0.029169892290743293,0,0,Vulnerable,3
189,Toucan virid,River,9475,0.2044608860547118,0.7101147663372793,0.526082518417403,0.5412382144338301,0,0,Least Concern,2
190,Sloth azul,River,1129,0.25530907650393164,0.0957290547443973,0.7593108551502052,0.052907433270664384,1,0,Vulnerable,3
191,Toucan azul,Canopy,1653,0.2956946740416042,0.3176946975471622,0.7126656189865445,0.7011442199666534,0,0,Vulnerable,3
192,Sloth mont,Canopy,994,0.5938024808096155,0.9686746055743571,0.19316000840843273,0.05572798570098447,0,1,Critically Endangered,5
193,Sloth aure,River,8617,0.03280962412860844,0.2623429667809457,0.47130827457412117,0.9117278483416327,0,0,Least Concern,2
194,Toucan aure,Canopy,20976,0.6360424687799683,0.3130501450631469,0.47251544281958524,0.7020825668844966,0,0,Least Concern,2
195,Toucan mont,Canopy,5698,0.364354238428232,0.8364984906180335,0.37822451524334477,0.5073897650851571,1,0,Least Concern,2
196,Parrot flor,Canopy,1763,0.29524180248964216,0.05021443169045525,0.5172934821522531,0.44150392328117494,0,0,Least Concern,2
197,Parrot mont,Floor,8175,0.8794965707281264,0.46461316880897086,0.4131073977271442,0.13067263041326238,1,1,Vulnerable,3
198,Sloth mont,River,16709,0.4600023955807989,0.37961676445167025,0.19934548947118313,0.2909993895646631,0,0,Least Concern,2
199,Sloth mont,River,13546,0.09505304553269278,0.31658675990865115,0.41236648727468106,0.8689591050208962,1,1,Least Concern,2
200,Jaguar aure,Floor,21334,0.826746768026247,0.2856995940447645,0.0722769475731766,0.9044528115624939,0,0,Vulnerable,3
201,Toucan virid,River,3265,0.0476412574365066,0.0913741048604092,0.5757858627744116,0.0007477083705310639,0,0,Least Concern,2
202,Toucan azul,Canopy,2166,0.7267492241681967,0.3148258293516488,0.8536545489411119,0.5941363914775513,0,1,Critically Endangered,5
203,Sloth azul,River,21197,0.7739062217706651,0.04305240271566857,0.7252870843545552,0.7193006090251136,0,0,Endangered,4
204,Toucan flor,Canopy,10726,0.35260260592885817,0.7809638636444353,0.36039404005411124,0.6187469824576063,1,0,Least Concern,2
205,Morpho mont,Floor,3734,0.8247878562777867,0.39822779395801167,0.08707120557730819,0.08167976486635398,1,1,Endangered,4
206,Toucan aure,Canopy,13571,0.5156594058564534,0.4439038323199116,0.20214939922527075,0.21772489879890222,0,0,Vulnerable,3
207,Jaguar azul,River,16890,0.4632936532727968,0.8935945864501316,0.5454903404948357,0.25034026738138604,0,1,Vulnerable,3
208,Morpho azul,River,9554,0.04540328146869255,0.6580549838612207,0.20705708338303286,0.8317246313050897,0,1,Least Concern,2
209,Parrot azul,River,11653,0.2900291936489059,0.008059103342119789,0.5439731112849675,0.46319943630892046,1,0,Least Concern,2
210,Toucan mont,Floor,4714,0.9310099708852998,0.943174822961285,0.23159902476389893,0.4868282119412368,0,0,Critically Endangered,5
211,Morpho azul,Floor,7746,0.3918239632835,0.23714446597771122,0.8489238694760728,0.9348930465545086,0,0,Least Concern,2
212,Sloth azul,River,7436,0.5467005205567683,0.10761418475985884,0.3972714728404597,0.6370858888547155,0,0,Least Concern,2
213,Jaguar aure,Canopy,18851,0.5320216789842518,0.7681281783808822,0.24555062594449106,0.8986677015526638,1,1,Vulnerable,3
214,Parrot azul,Floor,18333,0.5904310898226933,0.5004773158667182,0.8123261802470616,0.45650885534153296,0,1,Endangered,4
215,Parrot flor,River,17888,0.061330955643282614,0.43377056601801756,0.34283896480545073,0.14943625851829423,1,0,Least Concern,2
